County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County
Yakima,Selah,WA,98942,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,83,0,15,102866466,PACIFICORP,53077003200,-120.54188,46.654175
Yakima,Yakima,WA,98908,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,14,152609761,PACIFICORP,53077000401,-120.6027202,46.5965625
Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,21,336445574,PUGET SOUND ENERGY INC,53061041703,-122.2559465,47.8656788
Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,21,104887289,PUGET SOUND ENERGY INC,53061051804,-122.2559465,47.8656788
Snohomish,Edmonds,WA,98020,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,21,478302667,PUGET SOUND ENERGY INC,53061050501,-122.37507,47.80807
Snohomish,Everett,WA,98208,2017,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,200,0,44,347804733,PUGET SOUND ENERGY INC,53061041601,-122.2247757,47.9156409
King,Kirkland,WA,98033,2018,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,114,0,48,218106094,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701,-122.20264,47.6785
Snohomish,Lynnwood,WA,98036,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,32,110213491,PUGET SOUND ENERGY INC,53061051500,-122.316675,47.819365
Kitsap,Poulsbo,WA,98370,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,23,228088255,PUGET SOUND ENERGY INC,53035091100,-122.64177,47.737525
Snohomish,Snohomish,WA,98290,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,44,8862304,PUGET SOUND ENERGY INC,53061052607,-122.091505,47.915555
Kitsap,Poulsbo,WA,98370,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,23,180694720,PUGET SOUND ENERGY INC,53035090202,-122.64177,47.737525
Thurston,Olympia,WA,98502,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,35,100941305,PUGET SOUND ENERGY INC,53067011901,-122.92145,47.045935
Snohomish,Marysville,WA,98270,2014,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,44,348180395,PUGET SOUND ENERGY INC,53061052707,-122.17673,48.05542
Island,Clinton,WA,98236,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,10,4654982,PUGET SOUND ENERGY INC,53029972100,-122.359364,47.9796552
Thurston,Olympia,WA,98513,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,2,207525839,PUGET SOUND ENERGY INC,53067012320,-122.817545,46.98876
Thurston,Olympia,WA,98501,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,22,348084901,PUGET SOUND ENERGY INC,53067010801,-122.89692,47.043535
Kitsap,Port Orchard,WA,98366,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,26,242494556,PUGET SOUND ENERGY INC,53035092704,-122.639265,47.5373
Whitman,Pullman,WA,99163,2011,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,9,249149526,AVISTA CORP,53075000602,-117.17912,46.730885
King,Renton,WA,98058,2016,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,11,218160827,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025803,-122.1298876,47.4451257
Island,Coupeville,WA,98239,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,10,476022655,PUGET SOUND ENERGY INC,53029971000,-122.681275,48.21784
Skagit,Mount Vernon,WA,98273,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,40,174167010,PUGET SOUND ENERGY INC,53057952500,-122.338975,48.41333
Chelan,Cashmere,WA,98815,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,12,103571639,PUD NO 1 OF CHELAN COUNTY,53007960501,-120.4687,47.5173233
Thurston,Olympia,WA,98516,2015,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,2,476019008,PUGET SOUND ENERGY INC,53067012330,-122.7510253,47.08149
Snohomish,Everett,WA,98201,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,38,8935055,PUGET SOUND ENERGY INC,53061040100,-122.20722,47.979935
Thurston,Tumwater,WA,98512,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,22,242865213,PUGET SOUND ENERGY INC,53067010920,-122.9131017,47.0135926
Snohomish,Brier,WA,98036,2019,AUDI,E-TRON,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,204,0,1,104588284,PUGET SOUND ENERGY INC,53061051914,-122.316675,47.819365
Snohomish,Arlington,WA,98223,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,39,475578477,PUGET SOUND ENERGY INC,53061052709,-122.12324,48.19485
Thurston,Rochester,WA,98579,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,35,224675034,PUGET SOUND ENERGY INC,53067012710,-123.09575,46.82114
Snohomish,Edmonds,WA,98026,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,32,259890571,PUGET SOUND ENERGY INC,53061050800,-122.335685,47.80372
Snohomish,Snohomish,WA,98296,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,44,148940172,PUGET SOUND ENERGY INC,53061052119,-122.15134,47.8851158
Kitsap,Port Orchard,WA,98367,2019,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,289,0,26,5001370,PUGET SOUND ENERGY INC,53035092102,-122.6851642,47.506453
Snohomish,Lake Stevens,WA,98258,2023,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,44,228462139,PUGET SOUND ENERGY INC,53061052606,-122.112065,48.004345
Spokane,Spokane,WA,99203,2018,VOLVO,S90,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,6,202241063,MODERN ELECTRIC WATER COMPANY,53063004300,-117.425265,47.635365
Thurston,Olympia,WA,98502,2021,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,22,175438245,PUGET SOUND ENERGY INC,53067010600,-122.92145,47.045935
Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,15,237967131,PACIFICORP,53077001602,-120.500225,46.6043
King,Shoreline,WA,98177,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,32,265808924,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100,-122.382425,47.77279
King,Redmond,WA,98052,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,45,152431744,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
King,Seattle,WA,98125,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,140930709,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,-122.296385,47.71558
King,Seattle,WA,98177,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,32,196219068,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402,-122.382425,47.77279
King,Seattle,WA,98122,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,37,156189015,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30839,47.610365
King,Bellevue,WA,98004,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,259,0,41,114613117,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801,-122.201905,47.61385
Clark,Brush Prairie,WA,98606,2018,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,13,0,18,182508497,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505,-122.550765,45.73365
King,Issaquah,WA,98029,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,217965289,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220,-121.999595,47.547635
Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,238859540,PUGET SOUND ENERGY INC,53061042006,-122.29957,47.94187
Clark,Washougal,WA,98671,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,18,167315886,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040512,-122.3538285,45.5838634
San Juan,Friday Harbor,WA,98250,2017,SMART,FORTWO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,58,0,40,304344176,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960400,-123.022255,48.531355
King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,48,203444265,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331,-122.12302,47.67668
King,Seattle,WA,98168,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,34,477356988,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026500,-122.28646,47.47613
King,Seattle,WA,98105,2023,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,239608477,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005201,-122.319115,47.66132
King,Seattle,WA,98117,2021,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,171098266,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000,-122.37276,47.689685
King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,172877799,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606,-122.12302,47.67668
Kitsap,Bremerton,WA,98311,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,23,474037714,PUGET SOUND ENERGY INC,53035091900,-122.6468815,47.6344364
Spokane,Spokane,WA,99201,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,3,237648631,MODERN ELECTRIC WATER COMPANY,53063002300,-117.431895,47.667155
Island,Langley,WA,98260,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,10,192833707,PUGET SOUND ENERGY INC,53029971900,-122.408015,48.03557
Whatcom,Bellingham,WA,98225,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,42,207002106,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000502,-122.486115,48.761615
King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,48,475093902,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604,-122.20264,47.6785
King,Kent,WA,98031,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,213358792,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029207,-122.2012521,47.3931814
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,48,240544986,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805,-122.201905,47.61385
King,Redmond,WA,98052,2014,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,81,0,45,215887850,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
King,Seattle,WA,98136,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,34,224228266,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602,-122.388675,47.5415
Kitsap,Bremerton,WA,98311,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,23,116762467,PUGET SOUND ENERGY INC,53035091600,-122.6468815,47.6344364
Kitsap,Seabeck,WA,98380,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,35,177728939,PUGET SOUND ENERGY INC,53035092000,-122.847462,47.63836
King,Bellevue,WA,98008,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,212182680,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300,-122.11832,47.6245
King,Federal Way,WA,98003,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,30,150171507,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030304,-122.31327,47.32309
King,Bellevue,WA,98007,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,179099420,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401,-122.147385,47.599975
King,Seattle,WA,98108,2022,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,11,209702671,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402,-122.3268963,47.5499519
King,Sammamish,WA,98074,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,45,474254735,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225,-122.0313266,47.6285782
King,Seattle,WA,98118,2016,CHEVROLET,SPARK,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,82,0,37,3240324,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200,-122.28339,47.549285
Clark,Vancouver,WA,98682,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,17,215553096,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041331,-122.5146473,45.67862
Spokane,Spokane,WA,99203,2018,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,13,0,6,153968699,MODERN ELECTRIC WATER COMPANY,53063004300,-117.425265,47.635365
King,Mercer Island,WA,98040,2017,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,41,262717542,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500,-122.2371867,47.5822997
King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,151240442,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904,-122.209285,47.71124
King,Lake Forest Park,WA,98155,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,46,169213173,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033020402,-122.3175,47.7578146
Snohomish,Bothell,WA,98012,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,44,215844198,PUGET SOUND ENERGY INC,53061052007,-122.1873,47.820245
Pierce,Tacoma,WA,98407,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,27,114858061,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060500,-122.5113356,47.2923828
Clark,Vancouver,WA,98664,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,49,156818259,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041207,-122.589388,45.6228731
Clark,Brush Prairie,WA,98606,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,18,257158044,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040504,-122.550765,45.73365
Clark,Vancouver,WA,98685,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,18,132995565,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040909,-122.70302,45.703706
King,Bothell,WA,98011,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,1,168776506,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802,-122.20578,47.762405
Clark,Vancouver,WA,98682,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,17,139685493,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041313,-122.5146473,45.67862
Clark,Vancouver,WA,98683,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,217979933,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309,-122.4853873,45.6083347
Pierce,Edgewood,WA,98371,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,31,194126145,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009,-122.299155,47.19178
King,Renton,WA,98058,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,11,149090665,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702,-122.1298876,47.4451257
Snohomish,Snohomish,WA,98296,2018,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,151,0,44,207217356,PUGET SOUND ENERGY INC,53061041610,-122.15134,47.8851158
King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,229692382,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316,-122.0313266,47.6285782
King,Seattle,WA,98122,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,37,475128370,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007902,-122.30839,47.610365
King,Duvall,WA,98019,2015,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,45,170367956,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402,-121.9810747,47.7377962
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,41,342785145,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007,-122.16937,47.571015
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,185568680,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,-122.209285,47.71124
King,Kirkland,WA,98033,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,208260524,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501,-122.20264,47.6785
Kitsap,Bainbridge Island,WA,98110,2023,RIVIAN,R1S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,230833942,PUGET SOUND ENERGY INC,53035090800,-122.5235781,47.6293323
Clark,Vancouver,WA,98683,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,18,154350087,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041329,-122.4853873,45.6083347
King,Renton,WA,98059,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,11,112042948,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025103,-122.15734,47.487175
Kitsap,Bainbridge Island,WA,98110,2014,BMW,I3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,81,0,23,475437525,PUGET SOUND ENERGY INC,53035091002,-122.5235781,47.6293323
Snohomish,Everett,WA,98204,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,237689203,PUGET SOUND ENERGY INC,53061041901,-122.241285,47.91088
King,Kirkland,WA,98034,2018,BMW,330E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,45600,45,292913484,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904,-122.209285,47.71124
Island,Oak Harbor,WA,98277,2023,SUBARU,SOLTERRA,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,10,228310190,PUGET SOUND ENERGY INC,53029970700,-122.6788673,48.2897314
Clallam,Sequim,WA,98382,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,24,170997284,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002301,-123.09969,48.08137
King,Seattle,WA,98102,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,215024330,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007405,-122.322345,47.63983
King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,237930290,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316,-122.0313266,47.6285782
